9.213338678630609309e-54,1.211663037715262117e-62,0.000000000000000000e+00,2.235927311274907138e-169,4.590827825047866373e-56,1.569550487427290287e-95,9.908209113578749892e-46,0.000000000000000000e+00,0.000000000000000000e+00,7.654280367499749688e-94,8.650664529437075652e-112,1.419320287242409210e-14,5.016213151555643049e-283,1.192130754977384752e-83,0.000000000000000000e+00,0.000000000000000000e+00,3.617426365415802525e-10,5.866057341681168301e-30,4.958202335947711203e-01,2.540000000000000000e+02
9.367144185058871207e-42,2.670415941065636177e-48,0.000000000000000000e+00,5.274163311782283412e-146,7.251040478137554772e-44,4.116844049619723340e-78,2.643469370152553768e-33,0.000000000000000000e+00,0.000000000000000000e+00,3.689221100614279080e-77,6.387445053442216351e-93,5.011624124483620116e-08,5.499878665432966078e-253,2.561062737163124187e-67,0.000000000000000000e+00,0.000000000000000000e+00,8.844268833152323721e-07,1.883627911109947210e-20,4.958202335947711203e-01,2.530000000000000000e+02
1.325986107173362187e-19,3.351624279663958097e-27,0.000000000000000000e+00,1.082715716153907990e-102,5.621135270375709851e-21,3.826457188241792168e-48,5.342034451058439152e-18,0.000000000000000000e+00,0.000000000000000000e+00,4.113458888345729152e-46,1.304735923544067424e-59,3.131486377609775103e-04,5.502892715943753435e-193,4.090887693238239164e-40,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.550072787222237696e-08,3.607501926580802447e-08,2.950000000000000000e+02
1.000000000000000000e+00,6.279376533736853901e-03,8.744908846902952041e-199,2.290559808377512495e-34,5.778400667173004823e-01,1.489596998100059063e-07,8.649287398317523357e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.976043283229643839e-07,2.479203689043949462e-12,3.240127203024471674e-16,4.372391878951603646e-92,3.629228327677157809e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.325986107173362187e-19,3.658548317364943589e-05,1.873647444006759758e-47,4.150000000000000000e+02
3.847180050751575317e-42,7.986321916656350603e-32,5.647951604378980467e-68,2.800432053831412166e-02,2.008311657477069925e-39,1.730786465303438614e-15,1.627745967933567892e-46,0.000000000000000000e+00,4.742442958130389530e-161,9.559209862790767280e-17,5.626214483841535595e-10,2.953115035241018722e-96,2.605076785971448193e-15,5.855498200089928830e-20,0.000000000000000000e+00,2.245571538236424026e-294,4.191365569914812492e-114,1.991081207644774406e-66,2.300656004035467530e-168,4.070000000000000000e+02
2.555453195200973066e-32,1.243905044503825159e-27,1.040921934459037407e-73,1.873989675554537659e-01,3.817773225028819502e-30,5.735463197879104980e-11,1.241799453647692591e-41,0.000000000000000000e+00,1.395398831969705178e-169,9.319397341722205840e-12,7.737767985935111316e-07,8.903183312255936985e-88,4.230081149194316526e-17,6.191924057608789936e-16,0.000000000000000000e+00,1.929196751559505582e-307,5.126064974434856209e-99,2.042778014058697615e-57,5.928803267374350240e-154,4.450000000000000000e+02
9.483723806154681534e-49,6.858894719183851120e-38,1.471216231277254194e-60,4.986868424001028935e-03,6.116467734341115074e-46,2.240603175880361715e-19,1.549435987925006251e-53,0.000000000000000000e+00,5.600680494391153855e-149,2.576812649350881186e-21,2.820612969903783195e-13,1.551322763954951662e-106,2.346529470431569323e-12,7.890868228876221911e-25,0.000000000000000000e+00,5.236766933534381894e-278,1.909659913625274178e-125,1.267582901076507623e-74,9.019072939504073862e-182,3.740000000000000000e+02
8.134133494312416801e-07,2.340993286191108552e-04,5.764348262021098352e-139,1.886870797676825358e-12,8.720973069912831791e-06,4.754448198856188745e-01,1.101128443212715040e-10,0.000000000000000000e+00,1.604154311538682972e-264,8.935262732983920708e-01,9.432875893899068942e-02,3.333118501416628244e-37,5.495118479484256595e-53,4.081884794098565306e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.313528266544135165e-45,3.684676915356703394e-19,5.797670399124096458e-84,3.950000000000000000e+02
2.534630844324032371e-06,2.841463270664782055e-03,9.977485115342152336e-146,1.978582598927475503e-14,2.865013442313684873e-05,2.175931785821857978e-01,7.045159088207322573e-09,0.000000000000000000e+00,5.787592265137038529e-274,4.467849373598666296e-01,2.135580417241142795e-02,7.267248475047251194e-34,3.178760273957215470e-57,6.744730168945231030e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.604894605836866257e-43,3.237442237941649839e-17,2.010282400504844314e-79,3.740000000000000000e+02
1.245682445905507449e-10,1.254416616002095069e-06,1.128453948477397809e-129,5.518817990870911289e-10,1.341449060939776753e-09,2.362921476824351996e-01,2.693590148242892302e-13,0.000000000000000000e+00,5.374802223069272742e-251,8.514111228031416220e-03,9.284459604128782184e-02,2.407165099003876199e-43,1.451984278379755758e-47,1.191812145158521220e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.013696785405195190e-54,2.497784840848012872e-23,1.407697651697577473e-93,3.710000000000000000e+02
