0.000000000000000000e+00,4.539073769948627737e-32,3.356693827314830767e-70,0.000000000000000000e+00,4.141267556639240058e-155,8.426242610118751342e-306,0.000000000000000000e+00,2.673736639944680168e-238,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.683461035339112843e-02,9.401520359682660499e-69,0.000000000000000000e+00,2.350000000000000000e+02
0.000000000000000000e+00,3.459732596784189666e-14,4.510912091814346389e-47,0.000000000000000000e+00,2.981758124816281240e-114,4.837584677151193380e-248,0.000000000000000000e+00,8.267227938865083212e-188,0.000000000000000000e+00,2.266605135847436930e-303,0.000000000000000000e+00,7.806973246325795211e-294,0.000000000000000000e+00,0.000000000000000000e+00,8.683461035339112843e-02,1.646231625780347225e-41,0.000000000000000000e+00,2.530000000000000000e+02
3.078541680837134383e-196,3.835450708226455808e-21,1.000000000000000000e+00,0.000000000000000000e+00,2.090398529681788859e-24,7.638040226770280922e-92,0.000000000000000000e+00,2.002335184850927225e-58,0.000000000000000000e+00,8.115837245352074402e-133,2.503178839472528327e-177,1.236711549023218274e-117,1.469282046573470069e-203,6.348998004372636964e-153,1.417082670123522392e-57,1.738774829000172972e-08,0.000000000000000000e+00,3.430000000000000000e+02
7.307995916134704994e-14,7.917128108423106702e-253,1.285567136113220548e-161,9.514317275624197821e-295,5.350125077055991716e-80,1.580023665120614849e-25,4.199274568415197928e-73,2.310842627890879418e-38,0.000000000000000000e+00,1.025107526344644361e-27,1.095851486025361678e-18,6.462531511834326396e-12,3.690709170697638082e-39,6.563024070474767716e-04,0.000000000000000000e+00,7.514207959199275593e-168,0.000000000000000000e+00,4.090000000000000000e+02
2.506874043725514014e-05,1.791722768583523165e-243,2.991244178544308593e-155,4.974683362264020804e-284,7.126741394779743962e-71,2.168430864168354846e-14,3.742096259574019638e-64,1.046148814731874240e-29,0.000000000000000000e+00,2.167937803862727910e-15,6.175010345913873062e-06,7.155816088324121302e-05,4.952872428317662166e-29,7.264125831489250118e-02,0.000000000000000000e+00,1.851719892893405688e-160,0.000000000000000000e+00,4.450000000000000000e+02
1.353200596885064751e-16,1.268245864181826112e-266,1.469282046573470069e-203,3.441169064005013387e-279,1.649638152682889351e-91,8.893140033925088260e-29,8.270885711015254306e-71,2.420194181705401990e-48,0.000000000000000000e+00,1.165634806556705148e-09,2.284600794124660950e-14,5.312900304331877163e-31,1.000000000000000000e+00,7.874769393615235733e-30,0.000000000000000000e+00,1.994856300474790378e-183,0.000000000000000000e+00,3.850000000000000000e+02
6.499722943334406886e-37,1.215567637785532950e-120,4.330210424028725344e-66,0.000000000000000000e+00,7.437902558433546240e-15,1.897719442792116635e-04,2.177776323420674496e-154,1.303484045133037339e-01,0.000000000000000000e+00,1.779551716467714646e-16,2.618372102710967874e-30,1.747639179623655819e-09,2.325451648809143905e-46,1.906745885092710818e-21,1.708560499174349484e-228,8.129757087791765021e-65,0.000000000000000000e+00,3.710000000000000000e+02
3.069522062510748818e-44,8.997487055918469120e-111,8.042702895013749588e-56,0.000000000000000000e+00,1.535334884334180994e-11,1.010795823826087509e-05,6.709306705046323495e-168,8.056441526977362044e-02,0.000000000000000000e+00,7.058883911899183234e-21,1.405619674181521143e-35,5.775392439106066767e-13,2.252814029785841511e-55,6.287061019047606623e-28,1.502116040575827671e-213,1.462065702781169784e-57,0.000000000000000000e+00,4.060000000000000000e+02
6.349389853154030357e-46,1.659364610563877026e-105,2.333058609506511028e-55,0.000000000000000000e+00,6.932104383445687377e-10,1.980447952915033187e-06,2.227402247445320408e-172,3.273336971209302448e-01,0.000000000000000000e+00,5.750500835688346766e-21,1.105887788366303138e-37,7.472213709654194253e-14,2.987972374298487910e-54,4.232299551768623993e-29,7.344482439117763373e-208,7.114215900030959285e-54,0.000000000000000000e+00,3.980000000000000000e+02
6.662445946088015232e-24,1.480816704764582949e-148,9.163639842329938032e-91,0.000000000000000000e+00,3.569551025977245983e-25,6.806633102569914495e-01,2.321785784437291995e-125,6.014824910057860500e-05,0.000000000000000000e+00,5.844555580866566512e-06,1.996431801490668251e-16,9.660985396665150286e-07,3.011332295233476413e-28,6.419302401982349007e-18,1.286351866313099451e-271,2.758861232005326282e-86,0.000000000000000000e+00,4.080000000000000000e+02
1.089482968356014084e-05,9.179624463098347979e-229,2.759387321505010769e-147,2.275825700278367812e-297,3.617102744713106551e-63,3.068683133813112869e-11,3.377569978238746882e-70,1.083159754849853562e-24,0.000000000000000000e+00,6.949058681706503051e-13,6.113567966371402193e-06,1.447981019775969845e-02,1.107618724723876390e-26,8.696737573360577289e-02,0.000000000000000000e+00,7.118370636967417283e-149,0.000000000000000000e+00,4.360000000000000000e+02
2.946552215581447247e-14,1.630559076699812095e-193,8.115837245352074402e-133,0.000000000000000000e+00,1.793756224671928066e-47,2.607320479991433715e-06,4.082803294359919135e-95,2.722096082773587944e-17,0.000000000000000000e+00,1.000000000000000000e+00,9.145535502100314612e-09,4.799136581763778531e-11,1.165634806556705148e-09,7.195033708681822904e-17,0.000000000000000000e+00,4.585418352491123544e-122,0.000000000000000000e+00,3.860000000000000000e+02
2.990478048906929507e-41,3.480289598651178282e-113,4.352656392203836513e-68,0.000000000000000000e+00,3.637944080101159199e-13,2.266502659901277101e-05,3.488842983965988769e-163,4.945089371715576804e-02,0.000000000000000000e+00,6.041221393211092818e-13,9.027794252854131108e-33,1.942112687900022517e-15,4.691810897332830880e-39,2.458157636908934323e-29,8.333727463205018551e-224,4.025324704904691094e-60,0.000000000000000000e+00,3.690000000000000000e+02
1.971375253309492833e-21,4.420266427736159427e-161,3.850368767305444251e-96,0.000000000000000000e+00,1.940344024987294891e-30,1.588670643081440681e-01,4.757183922747818600e-117,8.032702169571680969e-08,0.000000000000000000e+00,1.384737454267802568e-06,3.729190932372591143e-14,1.760346312156166167e-06,1.261602330387525537e-28,2.927472040145277755e-16,2.118242205279699820e-286,2.311932683919244286e-95,0.000000000000000000e+00,4.060000000000000000e+02
5.454749386782049650e-24,4.711511031801601853e-147,1.203511414309530146e-91,0.000000000000000000e+00,9.160857839038371688e-25,2.685582345757122624e-01,3.018988124862469259e-126,1.189995873454116089e-04,0.000000000000000000e+00,2.619348086775303110e-05,3.333245923055580114e-17,4.255003782411521196e-07,7.222581358215160034e-26,1.573639399110565988e-17,1.775753976790504331e-270,4.491707434866477506e-85,0.000000000000000000e+00,3.860000000000000000e+02
3.120898807918506720e-53,1.041241393008239615e-93,5.722609088174667172e-52,0.000000000000000000e+00,9.331615499650899446e-07,3.609225635567898667e-08,7.929677685672141749e-187,1.589020259590215312e-01,0.000000000000000000e+00,3.540567244523970901e-21,9.594202393935974098e-43,6.059951882577155906e-20,2.137410440305008669e-54,2.776000746485646466e-38,4.642918399068695574e-195,3.084576212948103481e-46,0.000000000000000000e+00,3.650000000000000000e+02
1.626324027856356909e-120,8.874957386011103746e-38,1.570716168909820756e-18,0.000000000000000000e+00,2.733458832786472836e-03,4.409676420612001528e-41,1.133973570065808863e-300,1.128715835914662047e-20,0.000000000000000000e+00,1.878448089472485688e-64,2.721721483306597389e-103,4.450564956394434158e-65,4.293556920151530218e-113,5.273073354924006248e-96,8.590098728434145112e-110,1.888789264365829919e-11,0.000000000000000000e+00,3.390000000000000000e+02
5.147635990322716340e-195,8.657586797413926362e-11,8.947386584416061346e-16,0.000000000000000000e+00,1.085471396957615139e-20,6.174239866967857315e-89,0.000000000000000000e+00,3.916889140134018341e-56,0.000000000000000000e+00,1.032988317007378203e-117,1.872400107712081165e-173,5.408471054755644519e-123,2.670835310764052283e-175,1.256373642006237664e-162,1.365274598739883331e-60,1.444365588398787911e-02,0.000000000000000000e+00,2.880000000000000000e+02
5.127044032296414063e-285,1.000000000000000000e+00,3.835450708226455808e-21,0.000000000000000000e+00,1.560213122136508029e-53,1.046809152653107548e-152,0.000000000000000000e+00,7.516777293728806447e-107,0.000000000000000000e+00,1.630559076699812095e-193,2.121501681908207939e-260,4.510183566788790147e-192,1.268245864181826112e-266,6.797354073906243612e-240,4.563646823364606401e-22,1.062650051670139552e-09,0.000000000000000000e+00,2.680000000000000000e+02
5.017639098286065270e-198,2.721058926960836393e-12,7.049279866211783329e-05,0.000000000000000000e+00,7.349884110848984224e-22,7.104484102635379908e-93,0.000000000000000000e+00,2.500134132664772772e-57,0.000000000000000000e+00,4.246359761602351286e-130,4.929890313027170123e-180,8.848174435664182730e-120,3.108353403835389869e-195,1.377312116960566273e-155,3.136444215151413849e-51,1.444365588398787911e-02,0.000000000000000000e+00,3.400000000000000000e+02
2.534580851709004400e-95,5.351357679918320899e-57,6.468033013753312667e-22,0.000000000000000000e+00,2.024996108811598881e-03,4.372632759470226348e-30,3.024479726520229420e-259,4.230511429532137045e-12,0.000000000000000000e+00,2.142942993060326513e-55,8.909764511964105375e-84,1.285514463267768757e-43,9.962715463951259038e-104,2.476205253792878030e-66,1.329625311970351764e-131,2.597039249246865129e-22,0.000000000000000000e+00,3.710000000000000000e+02
5.895412221741443879e-36,1.212635696588293681e-121,3.154127108838560467e-73,0.000000000000000000e+00,1.045075252630558729e-15,2.768077046195320003e-04,9.822927834575788713e-153,4.421468855516313967e-02,0.000000000000000000e+00,9.216737419862500256e-12,4.928169874025390249e-29,1.060177156501487833e-11,2.726621638426371584e-36,8.626337381613304365e-24,1.192630963756317965e-234,7.121484049385553683e-66,0.000000000000000000e+00,3.710000000000000000e+02
8.245087104453787226e-51,5.397436973780380026e-99,2.551469727107596751e-49,0.000000000000000000e+00,4.920908874102938354e-08,5.562197388540418301e-08,1.080152064753350989e-181,2.096020850770111965e-01,0.000000000000000000e+00,5.751479573636446500e-23,6.811238072385979779e-42,3.234733618248035057e-17,1.007377380427979692e-57,1.261330883488775682e-32,5.043490555088273990e-198,5.807612498438178756e-49,0.000000000000000000e+00,3.640000000000000000e+02
1.019257742884263948e-74,2.431167067111750980e-69,5.587199930542741278e-35,0.000000000000000000e+00,6.979537724421003286e-02,2.805997472408257253e-17,7.825839512815321342e-226,5.522566096002710115e-05,0.000000000000000000e+00,4.701554326440448731e-34,1.649175994057032709e-62,3.688825330682393846e-33,1.815074830098408231e-72,7.884965874071794164e-55,5.710346963761190483e-159,2.966751837202674016e-29,0.000000000000000000e+00,3.590000000000000000e+02
2.273190582470826373e-89,7.223577296727107462e-57,4.734933569312267951e-29,0.000000000000000000e+00,3.643328157886219221e-01,1.525549589750178473e-24,9.450412028980186665e-251,3.224318010421638685e-09,0.000000000000000000e+00,7.699527772590349887e-43,9.939006515628460658e-76,2.319053199561489461e-43,1.342539162779481255e-83,6.788505186288966546e-68,5.787776028361472816e-141,1.414515334840961547e-21,0.000000000000000000e+00,3.570000000000000000e+02
6.942855681950322405e-58,3.771558018051011281e-88,2.576235396592833161e-45,0.000000000000000000e+00,3.764962740684038713e-05,5.439371004121364240e-10,1.802713687616030203e-195,7.488698654633244023e-02,0.000000000000000000e+00,2.038149384875921949e-24,1.843192957516207526e-47,1.987489025696577737e-22,4.065433936092461010e-59,1.972920299971087302e-40,1.454252763208193000e-185,1.474750484978694193e-41,0.000000000000000000e+00,3.710000000000000000e+02
4.688407090541008202e-37,1.094219116551930342e-118,6.023184689365664055e-66,0.000000000000000000e+00,1.008958599108473252e-13,2.646049515826981967e-03,3.915290052086763753e-155,4.742569966653000235e-01,0.000000000000000000e+00,3.225833291768723967e-14,3.095556502213390792e-29,2.562160710246010576e-10,1.851801592015686272e-43,1.222097017483629906e-23,5.816223701685604078e-228,2.117764092180934488e-63,0.000000000000000000e+00,3.850000000000000000e+02
1.874531426212281890e-46,5.213568626477635509e-103,2.711550161450761466e-59,0.000000000000000000e+00,2.748563294912397194e-09,5.533514006642946952e-06,5.012857846782747028e-174,4.035138857124918599e-01,0.000000000000000000e+00,1.292219765335846205e-16,5.644312724581161743e-37,1.057980061615674870e-16,2.168236745839788748e-46,4.663435989532625082e-33,4.790019276592612172e-209,1.332324066493303867e-52,0.000000000000000000e+00,3.690000000000000000e+02
3.092158158019522611e-52,4.597827155662154664e-95,7.237346615863261462e-50,0.000000000000000000e+00,8.380504796774503939e-07,5.935749138587104165e-08,5.070514054575443385e-185,3.872448011390108857e-01,0.000000000000000000e+00,2.131598240212551690e-22,1.613771370340749090e-42,2.963976188680068655e-18,8.392599458332443479e-57,1.693147742284691343e-35,8.007215989722870638e-195,1.090257904325199006e-46,0.000000000000000000e+00,3.860000000000000000e+02
2.947157438273071841e-36,3.526165991449546840e-120,2.620962462925260933e-71,0.000000000000000000e+00,1.181168026564219138e-14,5.043336055977476820e-03,2.097443512421088806e-153,1.412590608625337030e-01,0.000000000000000000e+00,4.847368706270238171e-11,8.351010953698093561e-28,9.216737419862500256e-12,2.761153261376872493e-37,1.080479692910884554e-25,3.315394654266543196e-233,5.288480923499851426e-65,0.000000000000000000e+00,3.760000000000000000e+02
2.956294944989765267e-43,1.169732553995227471e-109,4.594846703463970314e-58,0.000000000000000000e+00,5.494505115544870602e-11,3.997775034439887183e-05,5.418995845913028351e-167,3.659580072728132460e-01,0.000000000000000000e+00,4.500177168985242738e-19,1.262246615963607264e-34,1.331120562802231529e-12,4.303483606205192650e-52,5.871795013812599397e-28,5.230254302635794159e-214,5.052333928898360182e-57,0.000000000000000000e+00,3.940000000000000000e+02
3.683013847577435330e-21,1.207164845157364858e-156,2.484927446289453232e-91,0.000000000000000000e+00,2.865363172270937311e-28,1.067583403695349792e-01,1.113202474232000548e-118,6.682583343146659108e-06,0.000000000000000000e+00,6.758837649568356140e-10,1.201747076288520854e-15,4.190228549984575945e-03,7.067298184807312053e-35,7.810473273171180620e-12,1.872586741716589546e-277,4.784246567991678439e-92,0.000000000000000000e+00,4.030000000000000000e+02
7.209975551480337244e-12,4.510183566788790147e-192,1.236711549023218274e-117,0.000000000000000000e+00,1.365549063032041870e-44,3.144761224366714674e-05,1.653722083290295693e-92,4.853988651690703633e-14,0.000000000000000000e+00,4.799136581763778531e-11,1.481812257420269353e-09,1.000000000000000000e+00,5.312900304331877163e-31,1.173258377889302905e-04,1.976262583364986177e-322,1.514561663829461480e-119,0.000000000000000000e+00,4.380000000000000000e+02
2.625740288027972880e-01,1.634064973891464573e-277,2.456537312642185423e-191,3.550622392861464934e-243,3.897696651453635687e-89,6.972782526971277276e-20,2.105449923619691180e-45,1.934759241215575076e-41,0.000000000000000000e+00,5.121441912481548146e-11,1.048735437362868506e-01,2.307168732622298723e-12,1.427637693841100782e-12,5.669637532212360304e-08,0.000000000000000000e+00,2.278454774864004604e-188,0.000000000000000000e+00,4.370000000000000000e+02
3.547635400183631049e-02,2.121501681908207939e-260,2.503178839472528327e-177,1.106951009948154149e-259,1.296326955420271227e-79,3.131740420519162976e-15,7.287859843828179124e-53,2.871564355901232502e-35,0.000000000000000000e+00,9.145535502100314612e-09,1.000000000000000000e+00,1.481812257420269353e-09,2.284600794124660950e-14,2.152848513104353258e-08,0.000000000000000000e+00,6.651825138695569237e-175,0.000000000000000000e+00,4.300000000000000000e+02
1.076479725694436257e-01,1.305980360009656843e-258,5.681532984577525246e-173,3.790468692213159986e-262,1.575306337768763215e-78,5.496843332379646833e-16,2.617474518556915889e-53,4.625121446180140383e-34,0.000000000000000000e+00,4.397433678719839974e-12,9.279013887064735053e-03,1.067704010034782666e-06,5.150618306001560866e-19,5.757671023591876512e-03,0.000000000000000000e+00,9.725206157260034292e-173,0.000000000000000000e+00,4.560000000000000000e+02
