0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.540000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.530000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.950000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.150000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.070000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.450000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.740000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,6.356936385308543790e-44,0.000000000000000000e+00,3.950000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.437104915823196872e-55,0.000000000000000000e+00,3.740000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,5.700404455445841218e-307,0.000000000000000000e+00,3.710000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,4.990370268427062621e-118,0.000000000000000000e+00,4.080000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.803012189729544029e-286,0.000000000000000000e+00,4.080000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.380000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.010000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.451485347734916953e-83,0.000000000000000000e+00,3.870000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,6.072098737382595714e-181,0.000000000000000000e+00,4.200000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.070000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,7.587999982178990125e-293,0.000000000000000000e+00,3.860000000000000000e+02
