0.000000000000000000e+00,0.000000000000000000e+00,2.072492414726496711e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.585639252492774313e-97,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.888296632770610303e-321,3.816229353340874221e-192,2.540000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.710284646187801251e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.178928533520954235e-78,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.845078056559771914e-287,1.287194886378300092e-165,2.530000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.331448225342091021e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.802738580797350453e-47,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.103385999291227552e-219,1.858548463907628352e-116,2.950000000000000000e+02
0.000000000000000000e+00,1.599161224330801383e-225,1.090564017473600768e-24,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.080672291489814462e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.028692177798736341e-104,6.584666093471125530e-39,4.150000000000000000e+02
0.000000000000000000e+00,4.714072388868968392e-77,3.513273417078009580e-130,1.561368221023433798e-310,0.000000000000000000e+00,0.000000000000000000e+00,1.173433743707143693e-21,1.077115812527514406e-182,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.798699693764079249e-17,1.728225545685856124e-02,4.070000000000000000e+02
0.000000000000000000e+00,1.461401711978551131e-83,5.815007009659873988e-117,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.654989267012238755e-16,2.234768972819426725e-192,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.605588166886390870e-19,1.494826419874059620e-01,4.450000000000000000e+02
0.000000000000000000e+00,1.231155291900356049e-68,7.736796728667664283e-143,1.252898164364682934e-292,0.000000000000000000e+00,0.000000000000000000e+00,6.389976217512667657e-27,5.423171088233568283e-169,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.315874979322119544e-14,2.438005480442570309e-03,3.740000000000000000e+02
0.000000000000000000e+00,1.254444610750074541e-157,5.220437093570944672e-54,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.133216262180183564e-01,3.917007221113140083e-300,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.840318767641599258e-60,4.931367346923199959e-14,3.950000000000000000e+02
0.000000000000000000e+00,2.653926772127074281e-165,3.776914579388702734e-50,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.683220882005796115e-01,7.506459534652439263e-311,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.500022680564664606e-65,2.794872498635228566e-16,3.740000000000000000e+02
0.000000000000000000e+00,4.411326054063689766e-147,1.754929251217371092e-62,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.779854809233753082e-02,8.789444415774686667e-285,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.899645418630389953e-54,3.104525926134509927e-11,3.710000000000000000e+02
0.000000000000000000e+00,3.876162131629001064e-149,4.311733084622835689e-59,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.634387520074972455e-01,4.427374666378125889e-288,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.260062575437662634e-55,1.009909803029856814e-11,4.080000000000000000e+02
0.000000000000000000e+00,6.619309593627220730e-137,1.741106229066476630e-67,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.062364668296195677e-02,2.558344069609543701e-271,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.415582401225316801e-47,2.111937439491419477e-08,4.080000000000000000e+02
